id_mahasiswa,semester,kelas,jenis_kelamin,kehadiran_persen,tugas_rata,kuis_rata,nilai_uts,akses_lms,forum_posts,jam_belajar_per_minggu,jumlah_terlambat_tugas,ikut_bimbingan,nilai_uas,nilai_akhir,status_lulus
MHS01539,2,SI-A,L,70.6,61.7,67.4,46.7,38,5,5.2,2,Tidak,59.6,58.5,Tidak Lulus
MHS01540,3,SI-B,P,61.8,79.4,55.1,64.6,46,4,11.5,2,Tidak,60.1,65.1,Lulus
MHS01541,4,SI-A,P,70.7,63.6,52.5,69.2,36,3,2.7,0,Tidak,59.2,61.5,Lulus
MHS01542,1,SI-B,L,77.6,68.3,77.4,79.5,34,3,3.5,1,Ya,70.7,73.6,Lulus
MHS01543,4,SI-A,L,63.8,48.3,51.1,40.9,37,5,4.4,2,Ya,49.3,47.3,Tidak Lulus
MHS01544,2,SI-C,L,64.2,78.1,70.0,64.9,52,2,4.0,1,Ya,66.0,69.6,Lulus
MHS01545,6,SI-D,P,100.0,78.4,71.9,92.8,47,3,5.7,1,Tidak,81.2,81.5,Lulus
MHS01546,3,SI-D,P,67.7,65.2,54.2,52.8,32,4,4.4,2,Ya,53.0,56.2,Tidak Lulus
MHS01547,5,SI-C,L,74.1,75.0,54.5,60.0,35,3,4.0,1,Tidak,61.4,63.1,Lulus
MHS01548,4,SI-C,L,73.6,70.8,55.3,46.9,46,4,10.0,3,Ya,74.0,62.7,Lulus
MHS01549,1,SI-D,P,72.9,81.1,63.5,73.8,50,3,10.2,2,Tidak,58.6,69.0,Lulus
MHS01550,4,SI-C,P,85.5,75.7,80.3,74.7,48,2,9.3,2,Tidak,72.3,75.4,Lulus
MHS01551,6,SI-B,L,89.4,77.7,74.1,63.8,43,1,8.1,2,Tidak,70.2,71.3,Lulus
MHS01552,4,SI-A,P,74.3,69.1,72.9,71.7,41,3,6.8,0,Tidak,53.4,65.8,Lulus
MHS01553,5,SI-D,L,63.2,43.6,50.0,53.1,38,5,5.0,2,Tidak,55.9,50.9,Tidak Lulus
MHS01554,6,SI-C,L,93.3,66.2,78.3,64.3,38,4,3.6,0,Tidak,70.1,69.3,Lulus
MHS01555,2,SI-B,P,76.9,74.4,69.3,52.9,41,4,7.6,1,Tidak,62.1,64.3,Lulus
MHS01556,2,SI-D,L,98.8,67.6,81.2,72.0,36,2,3.0,1,Tidak,63.7,70.2,Lulus
MHS01557,4,SI-C,L,51.1,59.3,46.1,46.9,31,5,3.5,4,Tidak,41.4,48.2,Tidak Lulus
MHS01558,3,SI-D,L,80.3,67.1,75.9,71.4,41,3,10.0,1,Tidak,58.3,67.3,Lulus
MHS01559,5,SI-C,P,100.0,93.0,74.2,90.8,55,5,12.2,1,Tidak,97.3,90.0,Lulus
MHS01560,6,SI-D,P,73.8,77.9,63.0,45.7,50,1,7.7,5,Tidak,55.9,60.3,Lulus
MHS01561,2,SI-B,L,75.3,83.9,81.9,67.2,46,2,9.8,0,Tidak,69.3,74.9,Lulus
MHS01562,2,SI-B,L,81.5,75.3,68.4,66.6,37,3,5.8,2,Tidak,70.6,70.3,Lulus
MHS01563,5,SI-A,L,71.3,83.4,75.3,54.3,41,3,2.5,0,Tidak,47.5,63.7,Lulus
MHS01564,2,SI-D,P,74.3,83.1,84.5,67.5,50,2,8.3,1,Tidak,60.8,72.8,Lulus
MHS01565,5,SI-A,L,73.9,73.1,64.4,58.4,39,6,8.2,2,Ya,61.8,64.3,Lulus
MHS01566,3,SI-D,P,70.5,78.6,68.1,73.9,39,6,6.7,0,Tidak,67.2,71.9,Lulus
MHS01567,4,SI-C,L,92.7,42.7,74.5,72.0,37,4,5.8,2,Tidak,62.5,62.3,Lulus
MHS01568,1,SI-C,L,83.5,89.5,79.7,81.1,36,6,9.4,2,Tidak,75.7,81.3,Lulus
MHS01569,4,SI-A,L,81.0,58.3,51.0,66.5,39,4,3.5,3,Ya,61.7,59.9,Tidak Lulus
MHS01570,3,SI-D,L,87.7,77.4,69.2,79.6,40,1,4.2,0,Tidak,57.3,70.3,Lulus
MHS01571,4,SI-A,P,74.8,52.5,55.5,60.0,28,4,3.5,0,Tidak,38.1,50.7,Tidak Lulus
MHS01572,1,SI-B,L,68.7,65.6,55.8,61.5,45,2,6.8,2,Tidak,42.3,55.6,Tidak Lulus
MHS01573,5,SI-A,L,70.8,68.2,58.6,52.8,32,2,3.2,0,Ya,45.1,55.5,Tidak Lulus
MHS01574,5,SI-A,L,78.0,62.9,58.7,47.7,35,2,4.4,0,Tidak,52.4,55.1,Tidak Lulus
MHS01575,2,SI-C,L,65.3,63.4,37.4,40.2,37,4,4.4,2,Tidak,39.7,45.3,Tidak Lulus
MHS01576,1,SI-A,L,72.0,76.9,57.7,68.1,36,2,5.7,0,Tidak,61.9,66.4,Lulus
MHS01577,1,SI-D,L,71.8,51.9,59.8,49.5,27,3,2.0,1,Tidak,47.9,51.7,Tidak Lulus
MHS01578,4,SI-C,L,100.0,100.0,77.3,86.7,34,2,6.8,0,Tidak,82.9,87.0,Lulus
MHS01579,4,SI-A,P,44.7,77.2,76.7,45.0,58,6,10.2,4,Ya,42.8,58.7,Tidak Lulus
MHS01580,4,SI-B,L,75.8,84.8,63.1,71.3,51,3,6.9,0,Ya,67.9,72.0,Lulus
MHS01581,2,SI-A,L,98.7,87.5,90.7,76.8,47,2,11.1,2,Tidak,75.0,81.7,Lulus
MHS01582,3,SI-A,P,79.5,96.0,79.9,71.0,52,4,10.5,2,Tidak,81.8,82.3,Lulus
MHS01583,4,SI-A,L,87.0,98.4,84.4,95.4,54,4,8.8,0,Tidak,87.7,91.6,Lulus
MHS01584,3,SI-C,L,79.2,79.5,85.6,90.3,44,4,6.7,1,Tidak,87.0,85.7,Lulus
MHS01585,6,SI-D,L,70.0,64.8,45.4,43.2,35,3,6.6,2,Tidak,38.6,47.7,Tidak Lulus
MHS01586,1,SI-B,L,51.1,62.9,45.3,46.3,45,3,8.8,2,Ya,43.8,49.5,Tidak Lulus
MHS01587,4,SI-A,P,80.5,91.0,63.1,67.7,33,2,5.3,0,Tidak,71.9,73.9,Lulus
MHS01588,3,SI-D,L,68.7,30.0,46.0,46.1,27,1,0.9,1,Tidak,30.8,37.5,Tidak Lulus
MHS01589,3,SI-D,P,68.4,56.9,66.6,54.1,37,3,8.0,2,Tidak,54.1,57.3,Tidak Lulus
MHS01590,5,SI-C,L,72.0,50.0,50.5,42.7,37,3,3.1,1,Ya,41.4,45.7,Tidak Lulus
MHS01591,4,SI-B,L,98.9,60.0,67.4,68.2,28,0,3.6,0,Tidak,69.6,66.4,Lulus
MHS01592,6,SI-C,P,100.0,86.7,89.7,82.1,43,6,6.5,1,Tidak,70.7,81.4,Lulus
MHS01593,1,SI-D,L,80.6,74.3,73.3,75.7,48,5,6.2,0,Tidak,82.9,77.0,Lulus
MHS01594,1,SI-D,P,72.4,59.6,35.4,37.9,20,4,2.3,3,Tidak,41.6,43.9,Tidak Lulus
MHS01595,5,SI-D,L,63.9,50.5,46.3,43.3,32,1,7.0,4,Ya,42.3,45.4,Tidak Lulus
MHS01596,4,SI-C,P,83.6,72.2,54.7,70.9,45,3,9.4,0,Tidak,68.4,67.2,Lulus
MHS01597,2,SI-B,L,99.4,88.0,79.4,72.7,28,2,3.1,3,Tidak,61.9,74.6,Lulus
MHS01598,1,SI-A,P,75.0,85.7,87.9,63.5,45,3,10.3,1,Tidak,75.1,77.4,Lulus
MHS01599,1,SI-C,L,49.5,61.3,55.7,57.9,30,2,1.8,3,Tidak,35.6,51.6,Tidak Lulus
MHS01600,6,SI-D,P,86.0,91.9,92.8,85.3,63,2,12.9,0,Tidak,70.4,84.0,Lulus
MHS01601,2,SI-C,L,89.8,72.2,76.6,69.3,30,0,5.3,1,Tidak,64.2,70.0,Lulus
MHS01602,2,SI-D,P,59.0,85.0,68.9,84.0,41,3,6.9,1,Ya,61.9,74.6,Lulus
MHS01603,2,SI-A,L,80.1,49.4,53.1,67.2,24,3,0.8,1,Tidak,50.1,54.8,Tidak Lulus
MHS01604,2,SI-A,P,83.4,72.3,74.7,75.9,49,1,6.3,1,Tidak,66.0,71.8,Lulus
MHS01605,1,SI-B,L,77.1,78.1,88.5,64.9,47,4,7.2,1,Ya,60.6,71.6,Lulus
MHS01606,3,SI-D,L,68.5,82.5,100.0,86.9,33,3,6.2,1,Ya,85.9,88.1,Lulus
MHS01607,1,SI-B,L,90.2,56.0,67.4,48.1,38,1,4.8,1,Tidak,49.2,54.3,Tidak Lulus
MHS01608,5,SI-B,L,73.2,77.8,82.4,70.3,38,1,3.7,0,Tidak,71.4,74.9,Lulus
MHS01609,2,SI-A,L,60.2,69.3,62.2,52.6,39,4,9.9,4,Ya,46.9,57.0,Tidak Lulus
MHS01610,4,SI-C,P,53.4,54.6,52.6,39.6,50,3,6.6,4,Tidak,37.4,45.3,Tidak Lulus
MHS01611,6,SI-C,P,93.1,93.8,82.4,81.6,51,3,11.1,3,Ya,81.8,84.9,Lulus
MHS01612,4,SI-B,L,85.4,55.9,57.8,61.5,36,1,4.9,2,Tidak,37.9,52.3,Tidak Lulus
MHS01613,3,SI-A,P,79.1,61.8,57.6,65.3,36,5,5.2,0,Tidak,54.6,59.7,Tidak Lulus
MHS01614,2,SI-D,L,72.7,67.5,90.2,71.0,45,2,8.9,1,Tidak,68.1,73.1,Lulus
MHS01615,2,SI-C,L,71.7,61.4,45.6,47.5,32,3,1.6,1,Tidak,44.7,49.8,Tidak Lulus
MHS01616,4,SI-B,P,65.1,64.7,65.5,60.6,31,2,2.9,3,Tidak,47.5,58.7,Tidak Lulus
MHS01617,6,SI-C,P,72.8,75.6,67.4,72.2,43,4,9.8,2,Tidak,70.1,71.5,Lulus
MHS01618,4,SI-C,P,52.6,46.1,35.5,39.1,35,2,3.0,1,Tidak,27.0,36.5,Tidak Lulus
MHS01619,4,SI-D,L,69.2,60.7,52.9,42.4,24,3,1.0,2,Tidak,41.3,48.7,Tidak Lulus
MHS01620,5,SI-A,P,74.3,86.7,98.4,69.6,58,6,12.1,0,Tidak,70.1,79.8,Lulus
MHS01621,3,SI-D,L,85.3,64.6,42.8,55.7,42,3,2.3,3,Ya,46.5,52.6,Tidak Lulus
MHS01622,1,SI-A,L,77.5,72.4,72.7,73.3,38,1,7.1,2,Tidak,70.0,72.0,Lulus
MHS01623,4,SI-C,L,87.5,76.3,82.4,72.9,39,3,6.7,0,Tidak,71.2,75.1,Lulus
MHS01624,6,SI-B,P,94.2,44.2,29.0,46.5,25,1,0.0,1,Tidak,36.4,39.4,Tidak Lulus
MHS01625,1,SI-D,P,90.7,61.5,64.7,72.8,35,1,5.7,2,Tidak,53.6,62.6,Lulus
MHS01626,4,SI-A,P,83.6,81.8,71.5,87.9,46,3,7.8,0,Tidak,64.6,76.1,Lulus
MHS01627,2,SI-C,L,78.1,95.6,100.0,80.6,36,2,7.6,0,Tidak,84.9,89.5,Lulus
MHS01628,3,SI-A,L,66.2,93.6,61.0,64.6,46,2,9.2,2,Tidak,76.2,74.6,Lulus
MHS01629,1,SI-A,L,86.9,95.9,76.4,78.6,30,2,5.3,1,Ya,70.9,80.2,Lulus
MHS01630,3,SI-A,L,98.2,71.4,61.5,59.0,58,4,8.6,1,Tidak,54.0,61.1,Lulus
MHS01631,5,SI-C,L,82.1,61.8,63.8,40.6,33,1,4.4,3,Tidak,56.8,55.4,Tidak Lulus
MHS01632,2,SI-B,P,100.0,71.3,65.6,55.5,25,3,2.3,1,Tidak,53.1,60.8,Lulus
MHS01633,4,SI-B,L,59.7,57.8,61.6,48.2,35,2,2.6,2,Tidak,45.0,52.3,Tidak Lulus
MHS01634,5,SI-B,L,64.2,67.3,55.4,47.9,33,3,2.1,0,Tidak,51.5,55.3,Tidak Lulus
MHS01635,6,SI-A,L,88.3,84.4,72.5,68.7,52,5,9.5,0,Tidak,82.0,77.4,Lulus
MHS01636,2,SI-C,L,81.2,69.9,69.3,63.8,27,2,2.0,0,Tidak,56.7,64.3,Lulus
MHS01637,3,SI-A,L,93.8,71.3,76.9,73.2,36,3,7.3,0,Tidak,73.9,73.7,Lulus
MHS01638,1,SI-B,P,77.8,85.1,76.2,64.1,39,1,5.7,1,Tidak,61.1,70.9,Lulus
MHS01639,6,SI-B,P,67.6,64.6,58.4,41.3,43,3,6.2,3,Tidak,31.4,47.6,Tidak Lulus
MHS01640,6,SI-C,P,75.4,77.6,61.9,68.2,55,2,10.6,2,Tidak,59.9,66.8,Lulus
MHS01641,3,SI-A,L,59.6,57.4,62.6,58.4,47,1,5.2,4,Tidak,46.1,55.3,Tidak Lulus
MHS01642,5,SI-D,L,64.5,64.0,80.2,58.7,49,4,8.3,2,Tidak,50.5,61.9,Lulus
MHS01643,3,SI-D,L,89.7,74.2,70.4,66.0,36,4,6.6,1,Tidak,66.1,69.0,Lulus
MHS01644,4,SI-B,P,88.5,75.7,70.3,75.2,41,2,6.0,1,Tidak,68.4,72.3,Lulus
MHS01645,1,SI-C,P,82.4,76.7,89.4,86.4,48,5,13.4,2,Tidak,87.0,84.8,Lulus
MHS01646,5,SI-A,L,57.3,40.8,52.2,37.1,33,2,2.2,3,Tidak,24.5,37.3,Tidak Lulus
MHS01647,1,SI-A,L,73.7,80.3,90.1,75.3,55,3,10.4,1,Tidak,74.3,79.2,Lulus
MHS01648,5,SI-B,L,63.3,53.6,55.9,60.5,44,3,8.5,5,Ya,39.0,51.4,Tidak Lulus
MHS01649,5,SI-B,P,92.1,67.9,72.8,72.5,37,2,5.1,3,Tidak,45.7,63.4,Lulus
MHS01650,4,SI-A,P,71.0,74.1,70.0,56.0,52,4,11.4,3,Tidak,55.9,63.3,Lulus
MHS01651,1,SI-A,P,65.0,51.5,57.1,34.9,30,3,1.0,1,Tidak,35.0,43.5,Tidak Lulus
MHS01652,2,SI-B,L,78.4,76.3,49.2,57.1,44,2,4.9,0,Tidak,59.1,60.9,Lulus
MHS01653,2,SI-A,L,70.3,73.0,52.7,48.6,35,3,2.9,0,Tidak,59.1,58.7,Tidak Lulus
MHS01654,3,SI-D,L,95.8,88.6,73.7,81.0,40,4,7.7,0,Tidak,78.2,80.6,Lulus
MHS01655,1,SI-B,L,69.2,62.1,78.7,68.3,34,0,3.2,0,Tidak,52.2,64.0,Lulus
MHS01656,6,SI-A,L,61.2,67.4,62.0,59.0,37,3,7.8,2,Tidak,46.1,57.8,Tidak Lulus
MHS01657,4,SI-B,P,52.2,69.3,40.0,36.1,37,4,5.9,5,Tidak,42.0,47.0,Tidak Lulus
MHS01658,2,SI-C,P,77.6,82.7,66.2,56.7,35,3,5.1,0,Ya,68.5,68.6,Lulus
MHS01659,3,SI-B,L,71.3,93.9,83.4,80.0,47,4,7.7,1,Ya,69.2,80.9,Lulus
MHS01660,3,SI-B,P,60.9,65.3,60.7,61.0,39,3,5.7,2,Tidak,40.7,55.9,Tidak Lulus
MHS01661,4,SI-C,L,92.3,64.0,69.4,72.1,37,1,3.2,2,Ya,55.6,64.6,Lulus
MHS01662,3,SI-D,L,86.0,94.3,92.9,85.7,58,5,14.9,0,Tidak,95.2,92.1,Lulus
MHS01663,6,SI-A,L,77.7,61.3,78.7,63.9,45,1,5.0,1,Tidak,51.9,62.6,Lulus
MHS01664,3,SI-C,L,94.4,69.3,73.8,72.0,40,3,0.0,1,Tidak,66.0,69.9,Lulus
MHS01665,6,SI-B,L,86.0,59.0,56.2,58.8,41,0,4.0,0,Tidak,66.4,60.6,Lulus
MHS01666,5,SI-A,L,68.1,72.0,70.6,57.0,30,4,2.7,0,Ya,52.9,62.2,Lulus
MHS01667,2,SI-C,L,65.5,76.0,84.0,64.4,39,3,9.0,0,Ya,65.1,71.4,Lulus
MHS01668,6,SI-A,P,87.8,83.6,81.6,82.4,50,5,7.5,0,Tidak,77.3,81.0,Lulus
MHS01669,1,SI-A,L,82.8,69.8,61.9,62.9,37,3,7.7,0,Ya,53.6,61.6,Lulus
MHS01670,5,SI-C,L,80.0,73.1,61.0,59.1,32,1,5.4,0,Tidak,53.0,61.2,Lulus
MHS01671,3,SI-A,L,67.8,86.7,74.9,72.4,41,4,5.7,0,Tidak,68.0,75.2,Lulus
MHS01672,6,SI-D,P,85.3,68.0,59.0,54.7,25,0,5.4,2,Tidak,45.1,56.0,Tidak Lulus
MHS01673,5,SI-C,L,68.9,47.1,52.3,45.9,38,4,6.3,1,Ya,63.0,52.6,Tidak Lulus
MHS01674,5,SI-D,P,76.8,78.3,74.4,69.0,55,3,9.0,2,Tidak,62.0,70.3,Lulus
MHS01675,5,SI-B,L,95.4,84.8,61.6,66.9,42,2,7.5,1,Tidak,66.3,70.1,Lulus
MHS01676,2,SI-A,L,70.1,70.5,80.8,77.9,45,5,8.0,2,Ya,63.8,72.4,Lulus
MHS01677,1,SI-B,P,59.1,68.4,65.8,61.2,47,7,8.0,3,Tidak,52.7,61.4,Lulus
MHS01678,3,SI-B,L,65.4,83.2,91.1,75.3,48,3,9.2,1,Tidak,64.9,77.3,Lulus
MHS01679,1,SI-A,L,89.9,62.6,73.7,79.1,49,2,7.4,1,Ya,55.2,66.7,Lulus
MHS01680,4,SI-C,L,81.1,63.1,66.8,63.0,55,1,7.6,2,Tidak,55.5,61.5,Lulus
MHS01681,2,SI-A,P,76.5,71.8,67.8,76.5,48,3,10.1,0,Tidak,81.0,74.9,Lulus
MHS01682,6,SI-B,L,71.9,81.6,77.1,60.6,34,1,4.5,0,Tidak,72.4,72.7,Lulus
MHS01683,4,SI-B,L,83.8,73.1,65.4,57.4,39,2,3.9,2,Ya,51.0,61.0,Lulus
MHS01684,5,SI-C,P,67.8,56.1,49.4,39.0,37,2,2.9,3,Ya,29.0,42.4,Tidak Lulus
MHS01685,1,SI-A,L,81.7,68.4,62.3,67.1,39,3,7.0,1,Ya,48.9,61.0,Lulus
MHS01686,5,SI-B,P,69.2,54.7,42.6,30.6,37,1,0.9,3,Ya,28.0,38.2,Tidak Lulus
MHS01687,6,SI-D,P,67.2,66.1,64.2,60.3,49,4,7.9,3,Ya,52.3,60.1,Lulus
MHS01688,3,SI-B,L,70.4,51.2,63.7,53.1,35,5,6.2,0,Tidak,55.8,55.6,Tidak Lulus
MHS01689,4,SI-B,L,73.5,93.7,85.8,79.8,45,2,9.9,0,Tidak,72.9,82.4,Lulus
MHS01690,5,SI-C,L,77.4,59.8,63.3,58.2,28,3,4.5,1,Tidak,59.3,60.0,Lulus
MHS01691,1,SI-D,P,80.8,80.9,59.1,67.3,40,3,5.9,2,Ya,66.8,68.9,Lulus
MHS01692,3,SI-B,P,35.0,67.2,72.5,74.5,47,4,9.9,1,Tidak,58.4,67.4,Lulus
MHS01693,3,SI-B,P,68.3,97.6,70.4,87.3,50,4,10.6,2,Ya,74.3,82.6,Lulus
MHS01694,1,SI-D,P,73.3,59.6,55.1,58.6,43,2,4.5,3,Ya,56.9,57.6,Tidak Lulus
MHS01695,3,SI-A,P,96.1,82.0,77.1,73.7,47,6,7.0,0,Tidak,80.6,78.5,Lulus
MHS01696,1,SI-A,L,65.0,49.3,42.2,46.4,37,7,7.4,3,Ya,34.4,42.7,Tidak Lulus
MHS01697,1,SI-B,L,80.0,81.4,79.9,69.3,38,3,7.6,1,Tidak,71.3,75.0,Lulus
MHS01698,1,SI-B,P,95.9,69.2,74.8,63.2,30,2,5.7,2,Tidak,57.9,65.4,Lulus
MHS01699,6,SI-A,L,62.2,71.7,67.6,47.5,45,1,10.3,1,Tidak,60.8,61.6,Lulus
MHS01700,4,SI-C,L,82.7,69.8,60.9,58.2,33,3,0.8,0,Tidak,60.4,62.3,Lulus
MHS01701,6,SI-D,P,68.4,57.7,46.4,51.2,35,1,5.2,2,Tidak,55.3,53.1,Tidak Lulus
MHS01702,3,SI-D,L,71.9,77.2,59.4,68.4,56,4,7.8,0,Tidak,50.3,63.4,Lulus
MHS01703,2,SI-C,P,68.4,66.8,78.6,67.7,48,3,7.9,0,Ya,68.3,69.8,Lulus
MHS01704,3,SI-C,P,69.2,71.7,82.2,63.5,46,5,10.6,2,Ya,61.8,68.8,Lulus
MHS01705,3,SI-C,L,100.0,96.9,83.4,79.1,51,4,10.1,2,Tidak,95.6,89.4,Lulus
MHS01706,1,SI-C,P,88.1,61.1,49.1,65.8,44,0,5.6,0,Tidak,35.9,52.3,Tidak Lulus
MHS01707,4,SI-C,L,91.2,100.0,100.0,76.4,44,3,10.4,0,Tidak,87.6,90.4,Lulus
MHS01708,2,SI-C,L,83.9,58.9,72.2,60.0,37,2,4.4,0,Tidak,62.5,62.9,Lulus
MHS01709,4,SI-D,L,58.7,74.3,62.3,58.2,54,5,9.3,3,Ya,42.0,58.2,Tidak Lulus
MHS01710,4,SI-C,L,82.7,86.8,81.0,75.8,50,2,11.9,0,Tidak,80.1,80.9,Lulus
MHS01711,1,SI-A,L,90.9,94.1,66.0,60.7,47,3,10.1,3,Ya,55.4,68.5,Lulus
MHS01712,1,SI-C,L,67.8,39.0,42.1,48.9,34,3,6.8,4,Ya,33.7,40.5,Tidak Lulus
MHS01713,5,SI-C,L,89.6,64.2,59.8,71.3,44,2,5.5,1,Tidak,63.9,65.0,Lulus
MHS01714,3,SI-D,L,86.5,51.1,79.0,55.5,29,2,1.9,0,Ya,51.1,57.8,Tidak Lulus
MHS01715,1,SI-D,P,100.0,88.8,78.9,50.7,46,2,7.4,3,Tidak,66.2,70.5,Lulus
MHS01716,6,SI-C,P,73.0,49.3,35.3,60.0,35,1,3.2,1,Ya,45.4,48.0,Tidak Lulus
MHS01717,1,SI-D,L,64.8,74.5,85.1,64.2,41,3,4.1,0,Ya,67.9,72.1,Lulus
MHS01718,4,SI-B,L,73.7,69.3,48.0,45.6,26,1,2.9,1,Tidak,38.1,49.8,Tidak Lulus
MHS01719,6,SI-D,L,95.2,90.3,90.0,80.6,38,2,5.1,0,Tidak,84.1,86.0,Lulus
MHS01720,2,SI-D,L,56.1,84.7,72.3,64.0,41,5,6.4,3,Tidak,36.2,62.5,Lulus
MHS01721,1,SI-D,P,53.2,68.5,51.2,42.4,42,2,7.3,5,Ya,51.0,53.3,Tidak Lulus
MHS01722,1,SI-D,P,79.1,78.9,65.0,66.6,37,1,4.7,0,Ya,62.3,68.1,Lulus
MHS01723,2,SI-A,L,72.7,90.5,90.1,75.8,41,4,9.7,2,Ya,73.3,81.6,Lulus
MHS01724,1,SI-A,L,78.1,82.2,87.0,68.0,48,2,5.9,1,Tidak,69.5,75.8,Lulus
MHS01725,4,SI-A,L,89.3,66.7,46.5,43.9,43,4,4.1,1,Tidak,53.5,53.0,Tidak Lulus
MHS01726,1,SI-C,P,71.4,74.4,66.9,74.4,42,4,7.2,1,Tidak,63.2,69.5,Lulus
MHS01727,3,SI-C,L,55.5,90.3,63.2,67.0,50,2,12.4,4,Tidak,66.5,71.9,Lulus
MHS01728,6,SI-B,P,100.0,88.8,100.0,80.1,53,4,7.5,1,Tidak,72.0,83.8,Lulus
MHS01729,5,SI-A,P,66.0,67.2,74.6,64.0,35,3,5.4,2,Ya,50.8,63.0,Lulus
MHS01730,4,SI-C,L,65.3,50.2,52.5,39.2,30,2,1.9,2,Tidak,40.0,44.8,Tidak Lulus
MHS01731,2,SI-D,P,91.2,78.3,76.3,71.6,38,3,5.8,1,Tidak,65.7,72.4,Lulus
MHS01732,4,SI-D,P,73.4,80.9,50.9,65.0,45,1,7.2,1,Tidak,67.1,66.8,Lulus
MHS01733,3,SI-A,P,77.2,32.1,47.7,50.2,38,3,5.3,1,Tidak,58.9,47.8,Tidak Lulus
MHS01734,3,SI-B,L,83.8,67.2,58.3,54.8,25,4,1.5,1,Tidak,52.8,58.0,Tidak Lulus
MHS01735,1,SI-B,L,91.0,69.4,53.7,64.6,30,4,3.9,3,Ya,45.5,57.9,Tidak Lulus
MHS01736,6,SI-D,P,74.0,81.4,66.2,69.7,59,5,10.9,0,Tidak,64.3,70.3,Lulus
MHS01737,3,SI-B,P,96.2,91.7,88.2,80.0,44,1,10.8,1,Tidak,65.4,80.2,Lulus
MHS01738,2,SI-A,P,52.4,65.4,66.0,66.2,33,4,3.8,2,Tidak,53.7,62.2,Lulus
MHS01739,3,SI-D,P,87.1,72.8,51.4,52.5,44,4,8.5,2,Tidak,50.8,56.8,Tidak Lulus
MHS01740,3,SI-C,P,67.9,65.1,66.5,60.6,35,4,3.0,1,Tidak,52.1,60.4,Lulus
MHS01741,5,SI-C,P,94.5,88.8,76.4,90.2,40,2,10.7,1,Tidak,77.1,83.2,Lulus
MHS01742,5,SI-B,L,79.7,71.3,75.1,51.9,38,5,7.2,3,Tidak,65.2,65.4,Lulus
MHS01743,5,SI-D,L,69.9,81.4,65.0,77.8,43,2,9.3,2,Tidak,63.8,71.9,Lulus
MHS01744,1,SI-D,P,86.0,53.1,57.6,69.4,33,5,1.4,0,Tidak,54.8,58.6,Tidak Lulus
MHS01745,3,SI-C,P,88.7,88.3,67.3,66.4,51,5,8.5,3,Ya,63.3,71.1,Lulus
MHS01746,3,SI-D,P,85.7,74.6,74.0,72.8,48,1,6.5,0,Tidak,72.1,73.3,Lulus
MHS01747,1,SI-D,L,65.6,84.7,83.0,64.7,44,3,9.1,2,Tidak,56.2,70.8,Lulus
MHS01748,2,SI-D,P,72.2,81.5,72.6,63.7,39,5,9.2,0,Tidak,58.2,68.3,Lulus
MHS01749,5,SI-B,P,78.0,57.9,73.5,52.9,38,2,6.7,2,Tidak,49.3,57.2,Tidak Lulus
MHS01750,1,SI-D,L,77.5,63.3,40.7,62.7,31,4,4.7,3,Tidak,62.5,58.4,Tidak Lulus
MHS01751,3,SI-A,L,87.0,89.8,69.4,72.8,42,3,8.8,0,Ya,74.7,76.9,Lulus
MHS01752,2,SI-B,L,53.8,55.5,56.8,35.7,37,4,6.3,4,Tidak,36.2,45.0,Tidak Lulus
MHS01753,1,SI-D,L,82.0,92.0,69.0,73.9,30,1,3.9,4,Ya,64.3,74.6,Lulus
MHS01754,2,SI-D,L,74.5,95.0,77.1,77.3,52,5,3.7,0,Tidak,73.6,80.6,Lulus
MHS01755,6,SI-A,L,67.9,70.7,71.7,61.8,32,3,2.1,2,Tidak,51.0,62.8,Lulus
MHS01756,5,SI-B,L,69.1,62.6,54.9,50.4,43,6,5.0,0,Tidak,46.4,53.2,Tidak Lulus
MHS01757,6,SI-C,P,75.4,84.7,71.1,68.5,45,3,9.8,0,Tidak,66.0,72.3,Lulus
MHS01758,3,SI-C,P,35.0,63.4,61.4,66.4,41,3,7.0,1,Tidak,46.3,58.6,Tidak Lulus
MHS01759,1,SI-B,P,69.6,44.6,47.7,47.0,31,3,4.9,4,Tidak,27.1,40.6,Tidak Lulus
MHS01760,4,SI-D,L,67.5,70.9,58.9,53.6,47,4,8.9,3,Tidak,51.1,58.2,Tidak Lulus
MHS01761,3,SI-D,L,84.4,80.9,65.7,71.9,34,2,4.0,1,Tidak,64.3,70.6,Lulus
MHS01762,5,SI-C,P,68.3,73.7,68.0,69.6,42,4,6.8,1,Tidak,57.3,66.6,Lulus
MHS01763,1,SI-C,L,75.4,63.7,75.5,79.9,43,4,6.0,0,Tidak,74.6,73.4,Lulus
MHS01764,3,SI-C,P,96.5,94.6,100.0,89.5,51,4,8.8,0,Tidak,89.9,93.0,Lulus
MHS01765,1,SI-A,P,89.9,66.6,78.9,71.5,26,3,1.8,2,Tidak,55.0,66.8,Lulus
MHS01766,2,SI-C,L,88.8,74.2,55.9,67.3,43,1,3.9,0,Tidak,58.4,64.1,Lulus
MHS01767,5,SI-A,P,72.0,59.7,84.7,56.8,30,1,1.6,1,Tidak,61.2,64.4,Lulus
MHS01768,3,SI-B,L,84.5,53.3,53.2,43.7,43,1,5.7,2,Tidak,42.5,47.6,Tidak Lulus
MHS01769,3,SI-D,L,75.2,76.1,84.4,79.4,50,6,10.1,0,Tidak,69.3,76.5,Lulus
