id_tiket,tanggal_lapor,hari_lapor,jam_lapor,unit_pelapor,kategori_masalah,prioritas,kanal_laporan,waktu_respons_menit,waktu_selesai_jam,jumlah_teknisi,eskalasi,status_sla,kepuasan_1_5
TIK02354,2026-02-26,Kamis,14:20,Keuangan,Internet/WiFi,Sedang,Form Online,38,10.3,2,Tidak,Lewat SLA,2
TIK02355,2026-02-26,Kamis,15:10,Kemahasiswaan,Internet/WiFi,Sedang,WhatsApp,33,8.4,2,Tidak,Sesuai SLA,4
TIK02356,2026-02-26,Kamis,17:00,Keuangan,Akun/Login,Rendah,Form Online,109,2.5,1,Tidak,Sesuai SLA,5
TIK02357,2026-02-27,Jumat,07:00,Kemahasiswaan,Internet/WiFi,Sedang,WhatsApp,34,7.6,2,Tidak,Sesuai SLA,4
TIK02358,2026-02-27,Jumat,07:30,Program Studi,Komputer/Laptop,Rendah,Email,75,8.0,2,Tidak,Sesuai SLA,4
TIK02359,2026-02-27,Jumat,07:55,Keuangan,Akun/Login,Rendah,Form Online,103,2.1,1,Tidak,Sesuai SLA,4
TIK02360,2026-02-27,Jumat,08:35,Perpustakaan,Sistem Akademik,Sedang,Form Online,51,7.7,1,Tidak,Sesuai SLA,4
TIK02361,2026-02-27,Jumat,08:35,Kemahasiswaan,Printer,Sedang,Datang Langsung,48,3.0,2,Tidak,Sesuai SLA,4
TIK02362,2026-02-27,Jumat,09:00,Umum,Printer,Tinggi,Email,49,5.7,1,Tidak,Sesuai SLA,4
TIK02363,2026-02-27,Jumat,09:00,Kemahasiswaan,Sistem Akademik,Rendah,Form Online,53,8.5,1,Tidak,Sesuai SLA,4
TIK02364,2026-02-27,Jumat,09:40,Keuangan,Internet/WiFi,Rendah,WhatsApp,43,5.5,1,Tidak,Sesuai SLA,4
TIK02365,2026-02-27,Jumat,09:55,Akademik,Komputer/Laptop,Rendah,Email,77,5.5,1,Tidak,Sesuai SLA,4
TIK02366,2026-02-27,Jumat,10:05,Keuangan,Internet/WiFi,Sedang,WhatsApp,62,6.0,1,Tidak,Sesuai SLA,5
TIK02367,2026-02-27,Jumat,10:25,Program Studi,Akun/Login,Rendah,WhatsApp,35,5.2,2,Ya,Sesuai SLA,3
TIK02368,2026-02-27,Jumat,10:30,Laboratorium,Akun/Login,Rendah,Email,109,3.2,1,Tidak,Sesuai SLA,5
TIK02369,2026-02-27,Jumat,10:40,Akademik,Printer,Rendah,WhatsApp,48,5.6,1,Tidak,Sesuai SLA,4
TIK02370,2026-02-27,Jumat,11:05,Keuangan,Komputer/Laptop,Sedang,WhatsApp,25,7.3,1,Tidak,Sesuai SLA,5
TIK02371,2026-02-27,Jumat,11:20,Umum,Komputer/Laptop,Rendah,Form Online,53,7.3,1,Ya,Sesuai SLA,5
TIK02372,2026-02-27,Jumat,11:50,Program Studi,Internet/WiFi,Rendah,WhatsApp,41,11.4,2,Ya,Sesuai SLA,4
TIK02373,2026-02-27,Jumat,11:50,Perpustakaan,Internet/WiFi,Sedang,WhatsApp,43,9.9,1,Ya,Sesuai SLA,4
TIK02374,2026-02-27,Jumat,12:10,Kemahasiswaan,Komputer/Laptop,Rendah,WhatsApp,50,5.2,1,Tidak,Sesuai SLA,3
TIK02375,2026-02-27,Jumat,12:15,Akademik,Printer,Sedang,WhatsApp,80,2.8,1,Tidak,Sesuai SLA,4
TIK02376,2026-02-27,Jumat,12:15,Laboratorium,Internet/WiFi,Sedang,Email,85,9.3,1,Ya,Sesuai SLA,4
TIK02377,2026-02-27,Jumat,12:25,Umum,Komputer/Laptop,Sedang,WhatsApp,36,7.5,1,Tidak,Sesuai SLA,4
TIK02378,2026-02-27,Jumat,12:25,Laboratorium,Komputer/Laptop,Rendah,Form Online,79,4.3,1,Tidak,Sesuai SLA,5
TIK02379,2026-02-27,Jumat,12:35,Akademik,Internet/WiFi,Sedang,WhatsApp,22,11.9,2,Ya,Lewat SLA,3
TIK02380,2026-02-27,Jumat,12:40,Keuangan,Akun/Login,Sedang,Form Online,40,4.8,2,Tidak,Sesuai SLA,5
TIK02381,2026-02-27,Jumat,12:40,Laboratorium,Printer,Sedang,WhatsApp,25,4.4,2,Tidak,Sesuai SLA,4
TIK02382,2026-02-27,Jumat,12:50,Laboratorium,Printer,Sedang,WhatsApp,66,8.3,2,Ya,Sesuai SLA,3
TIK02383,2026-02-27,Jumat,13:05,Laboratorium,Internet/WiFi,Tinggi,Form Online,88,10.7,2,Ya,Lewat SLA,2
TIK02384,2026-02-27,Jumat,13:05,Laboratorium,Sistem Akademik,Rendah,Datang Langsung,38,11.8,2,Ya,Sesuai SLA,4
TIK02385,2026-02-27,Jumat,13:10,Laboratorium,Printer,Sedang,WhatsApp,45,3.2,1,Tidak,Sesuai SLA,5
TIK02386,2026-02-27,Jumat,13:40,Laboratorium,Sistem Akademik,Sedang,Form Online,45,8.5,1,Tidak,Sesuai SLA,4
TIK02387,2026-02-27,Jumat,13:45,Akademik,Akun/Login,Rendah,Form Online,54,5.1,1,Tidak,Sesuai SLA,5
TIK02388,2026-02-27,Jumat,14:10,Program Studi,Internet/WiFi,Rendah,Form Online,58,6.0,1,Tidak,Sesuai SLA,4
TIK02389,2026-02-27,Jumat,14:35,Perpustakaan,Internet/WiFi,Sedang,Form Online,72,5.8,2,Tidak,Sesuai SLA,4
TIK02390,2026-02-27,Jumat,14:40,Akademik,Proyektor,Sedang,Datang Langsung,22,5.5,1,Ya,Sesuai SLA,4
TIK02391,2026-02-27,Jumat,15:20,Kemahasiswaan,Akun/Login,Rendah,WhatsApp,51,1.4,1,Tidak,Sesuai SLA,5
TIK02392,2026-02-27,Jumat,15:45,Umum,Akun/Login,Tinggi,Datang Langsung,52,3.4,1,Tidak,Sesuai SLA,5
TIK02393,2026-02-27,Jumat,16:35,Keuangan,Komputer/Laptop,Sedang,Form Online,56,5.7,2,Tidak,Sesuai SLA,4
TIK02394,2026-02-28,Sabtu,07:45,Program Studi,Printer,Sedang,WhatsApp,42,4.0,2,Tidak,Sesuai SLA,5
TIK02395,2026-02-28,Sabtu,07:45,Kemahasiswaan,Proyektor,Sedang,Form Online,46,5.3,1,Tidak,Sesuai SLA,4
TIK02396,2026-02-28,Sabtu,07:50,Kemahasiswaan,Proyektor,Rendah,Email,89,6.7,1,Tidak,Sesuai SLA,4
TIK02397,2026-02-28,Sabtu,07:55,Keuangan,Akun/Login,Rendah,Form Online,54,1.3,1,Tidak,Sesuai SLA,5
TIK02398,2026-02-28,Sabtu,07:55,Akademik,Sistem Akademik,Tinggi,Form Online,48,8.9,3,Tidak,Lewat SLA,3
TIK02399,2026-02-28,Sabtu,08:10,Laboratorium,Internet/WiFi,Rendah,Email,72,7.8,1,Tidak,Sesuai SLA,5
TIK02400,2026-02-28,Sabtu,08:15,Akademik,Sistem Akademik,Tinggi,Form Online,69,11.6,1,Tidak,Lewat SLA,3
TIK02401,2026-02-28,Sabtu,08:25,Akademik,Printer,Tinggi,Email,90,10.5,1,Ya,Lewat SLA,2
TIK02402,2026-02-28,Sabtu,09:05,Laboratorium,Sistem Akademik,Sedang,Form Online,38,11.2,1,Tidak,Lewat SLA,4
TIK02403,2026-02-28,Sabtu,09:15,Laboratorium,Akun/Login,Sedang,WhatsApp,32,4.7,1,Tidak,Sesuai SLA,4
TIK02404,2026-02-28,Sabtu,09:15,Akademik,Akun/Login,Rendah,WhatsApp,42,3.9,1,Tidak,Sesuai SLA,5
TIK02405,2026-02-28,Sabtu,09:30,Laboratorium,Internet/WiFi,Sedang,WhatsApp,29,7.3,1,Tidak,Sesuai SLA,4
TIK02406,2026-02-28,Sabtu,09:40,Laboratorium,Printer,Tinggi,Form Online,36,4.1,1,Tidak,Sesuai SLA,5
TIK02407,2026-02-28,Sabtu,09:50,Laboratorium,Sistem Akademik,Tinggi,Form Online,57,11.2,2,Ya,Lewat SLA,4
TIK02408,2026-02-28,Sabtu,10:00,Program Studi,Internet/WiFi,Sedang,WhatsApp,32,10.3,1,Tidak,Lewat SLA,2
TIK02409,2026-02-28,Sabtu,10:00,Laboratorium,Proyektor,Rendah,WhatsApp,42,2.6,1,Tidak,Sesuai SLA,4
TIK02410,2026-02-28,Sabtu,10:00,Keuangan,Komputer/Laptop,Rendah,WhatsApp,63,4.4,2,Tidak,Sesuai SLA,5
TIK02411,2026-02-28,Sabtu,10:00,Kemahasiswaan,Akun/Login,Rendah,Email,89,4.1,1,Tidak,Sesuai SLA,5
TIK02412,2026-02-28,Sabtu,10:05,Laboratorium,Printer,Rendah,WhatsApp,40,4.3,2,Tidak,Sesuai SLA,5
TIK02413,2026-02-28,Sabtu,10:10,Program Studi,Sistem Akademik,Sedang,WhatsApp,41,10.5,1,Ya,Lewat SLA,4
TIK02414,2026-02-28,Sabtu,10:10,Program Studi,Printer,Sedang,Form Online,58,4.8,1,Tidak,Sesuai SLA,3
TIK02415,2026-02-28,Sabtu,10:15,Umum,Sistem Akademik,Sedang,WhatsApp,37,7.9,1,Tidak,Sesuai SLA,5
TIK02416,2026-02-28,Sabtu,10:15,Kemahasiswaan,Internet/WiFi,Sedang,WhatsApp,43,9.9,2,Tidak,Sesuai SLA,4
TIK02417,2026-02-28,Sabtu,10:20,Keuangan,Sistem Akademik,Tinggi,WhatsApp,19,12.9,3,Ya,Lewat SLA,3
TIK02418,2026-02-28,Sabtu,10:25,Umum,Komputer/Laptop,Rendah,Datang Langsung,38,7.7,1,Tidak,Sesuai SLA,4
TIK02419,2026-02-28,Sabtu,10:30,Program Studi,Internet/WiFi,Rendah,Form Online,66,12.4,2,Ya,Sesuai SLA,3
TIK02420,2026-02-28,Sabtu,10:35,Akademik,Komputer/Laptop,Sedang,Form Online,41,5.3,1,Tidak,Sesuai SLA,4
TIK02421,2026-02-28,Sabtu,10:55,Kemahasiswaan,Internet/WiFi,Tinggi,Form Online,33,10.4,3,Ya,Lewat SLA,4
TIK02422,2026-02-28,Sabtu,11:00,Kemahasiswaan,Internet/WiFi,Rendah,WhatsApp,47,9.8,2,Tidak,Sesuai SLA,3
TIK02423,2026-02-28,Sabtu,11:00,Akademik,Komputer/Laptop,Tinggi,WhatsApp,22,9.1,2,Tidak,Lewat SLA,3
TIK02424,2026-02-28,Sabtu,11:15,Keuangan,Internet/WiFi,Sedang,WhatsApp,24,7.7,2,Tidak,Sesuai SLA,5
TIK02425,2026-02-28,Sabtu,11:15,Program Studi,Sistem Akademik,Rendah,Datang Langsung,39,7.4,1,Tidak,Sesuai SLA,4
TIK02426,2026-02-28,Sabtu,11:20,Akademik,Internet/WiFi,Sedang,WhatsApp,33,8.8,1,Tidak,Sesuai SLA,4
TIK02427,2026-02-28,Sabtu,11:25,Keuangan,Proyektor,Sedang,Email,60,4.6,1,Tidak,Sesuai SLA,4
TIK02428,2026-02-28,Sabtu,11:25,Laboratorium,Internet/WiFi,Rendah,Email,70,7.3,1,Tidak,Sesuai SLA,4
TIK02429,2026-02-28,Sabtu,11:30,Keuangan,Sistem Akademik,Sedang,Form Online,73,7.9,2,Tidak,Sesuai SLA,3
TIK02430,2026-02-28,Sabtu,11:35,Umum,Internet/WiFi,Rendah,WhatsApp,43,7.8,1,Ya,Sesuai SLA,4
TIK02431,2026-02-28,Sabtu,11:45,Laboratorium,Komputer/Laptop,Rendah,Datang Langsung,42,3.5,1,Tidak,Sesuai SLA,5
TIK02432,2026-02-28,Sabtu,11:50,Kemahasiswaan,Sistem Akademik,Sedang,Email,79,9.1,1,Tidak,Sesuai SLA,4
TIK02433,2026-02-28,Sabtu,11:50,Umum,Sistem Akademik,Rendah,WhatsApp,36,9.6,1,Tidak,Sesuai SLA,4
TIK02434,2026-02-28,Sabtu,12:15,Keuangan,Sistem Akademik,Sedang,Datang Langsung,44,8.6,1,Tidak,Sesuai SLA,4
TIK02435,2026-02-28,Sabtu,12:25,Kemahasiswaan,Sistem Akademik,Rendah,WhatsApp,33,6.4,1,Tidak,Sesuai SLA,4
TIK02436,2026-02-28,Sabtu,12:40,Kemahasiswaan,Akun/Login,Rendah,Datang Langsung,26,2.1,1,Tidak,Sesuai SLA,5
TIK02437,2026-02-28,Sabtu,12:50,Keuangan,Komputer/Laptop,Tinggi,Form Online,38,6.7,3,Tidak,Lewat SLA,3
TIK02438,2026-02-28,Sabtu,12:50,Program Studi,Akun/Login,Rendah,Datang Langsung,38,2.9,2,Tidak,Sesuai SLA,3
TIK02439,2026-02-28,Sabtu,12:50,Perpustakaan,Akun/Login,Rendah,WhatsApp,46,7.3,2,Tidak,Sesuai SLA,4
TIK02440,2026-02-28,Sabtu,13:40,Umum,Proyektor,Sedang,Form Online,95,5.7,1,Ya,Sesuai SLA,4
TIK02441,2026-02-28,Sabtu,13:55,Akademik,Sistem Akademik,Tinggi,Datang Langsung,11,14.4,1,Tidak,Lewat SLA,3
TIK02442,2026-02-28,Sabtu,14:00,Program Studi,Komputer/Laptop,Rendah,WhatsApp,57,5.9,1,Tidak,Sesuai SLA,4
TIK02443,2026-02-28,Sabtu,14:10,Perpustakaan,Internet/WiFi,Rendah,Email,81,13.1,1,Ya,Sesuai SLA,3
TIK02444,2026-02-28,Sabtu,14:30,Akademik,Proyektor,Tinggi,Form Online,81,6.1,2,Ya,Lewat SLA,4
TIK02445,2026-02-28,Sabtu,14:50,Laboratorium,Internet/WiFi,Rendah,WhatsApp,44,9.0,1,Ya,Sesuai SLA,4
TIK02446,2026-02-28,Sabtu,14:55,Program Studi,Proyektor,Sedang,Email,75,4.6,1,Tidak,Sesuai SLA,3
TIK02447,2026-02-28,Sabtu,16:00,Akademik,Proyektor,Sedang,WhatsApp,36,3.0,1,Tidak,Sesuai SLA,4
TIK02448,2026-02-28,Sabtu,16:50,Laboratorium,Akun/Login,Sedang,Email,74,3.3,1,Tidak,Sesuai SLA,5
TIK02449,2026-03-01,Minggu,07:05,Keuangan,Internet/WiFi,Rendah,Form Online,52,11.8,1,Ya,Sesuai SLA,3
TIK02450,2026-03-01,Minggu,07:15,Akademik,Akun/Login,Sedang,Form Online,45,5.9,2,Tidak,Sesuai SLA,4
TIK02451,2026-03-01,Minggu,07:20,Program Studi,Printer,Sedang,Datang Langsung,17,7.4,2,Ya,Sesuai SLA,4
TIK02452,2026-03-01,Minggu,07:30,Program Studi,Akun/Login,Rendah,Form Online,51,9.4,2,Tidak,Sesuai SLA,3
TIK02453,2026-03-01,Minggu,07:35,Laboratorium,Komputer/Laptop,Rendah,Form Online,54,8.8,1,Tidak,Sesuai SLA,5
TIK02454,2026-03-01,Minggu,07:45,Program Studi,Komputer/Laptop,Sedang,Form Online,39,6.6,1,Tidak,Sesuai SLA,4
TIK02455,2026-03-01,Minggu,07:50,Kemahasiswaan,Internet/WiFi,Sedang,Datang Langsung,20,9.6,2,Tidak,Sesuai SLA,4
TIK02456,2026-03-01,Minggu,07:55,Program Studi,Printer,Rendah,Datang Langsung,28,3.1,1,Tidak,Sesuai SLA,5
TIK02457,2026-03-01,Minggu,08:00,Kemahasiswaan,Akun/Login,Rendah,WhatsApp,47,2.7,2,Tidak,Sesuai SLA,4
TIK02458,2026-03-01,Minggu,08:00,Akademik,Internet/WiFi,Tinggi,Email,106,15.6,1,Ya,Lewat SLA,2
TIK02459,2026-03-01,Minggu,08:10,Laboratorium,Internet/WiFi,Sedang,Email,66,8.9,1,Tidak,Sesuai SLA,4
TIK02460,2026-03-01,Minggu,08:10,Akademik,Sistem Akademik,Tinggi,WhatsApp,33,16.0,2,Tidak,Lewat SLA,3
TIK02461,2026-03-01,Minggu,08:40,Perpustakaan,Komputer/Laptop,Rendah,WhatsApp,55,6.4,1,Ya,Sesuai SLA,4
TIK02462,2026-03-01,Minggu,08:40,Kemahasiswaan,Internet/WiFi,Rendah,Form Online,53,6.3,2,Tidak,Sesuai SLA,4
TIK02463,2026-03-01,Minggu,09:05,Laboratorium,Internet/WiFi,Sedang,Email,85,10.4,1,Ya,Lewat SLA,3
TIK02464,2026-03-01,Minggu,09:25,Akademik,Printer,Sedang,Email,86,10.8,1,Ya,Lewat SLA,3
TIK02465,2026-03-01,Minggu,09:35,Akademik,Internet/WiFi,Rendah,WhatsApp,64,5.2,1,Tidak,Sesuai SLA,5
TIK02466,2026-03-01,Minggu,09:40,Program Studi,Akun/Login,Rendah,Email,116,6.0,1,Tidak,Sesuai SLA,4
TIK02467,2026-03-01,Minggu,10:05,Perpustakaan,Sistem Akademik,Tinggi,Form Online,84,15.8,2,Ya,Lewat SLA,3
TIK02468,2026-03-01,Minggu,10:05,Keuangan,Internet/WiFi,Sedang,WhatsApp,23,5.9,1,Tidak,Sesuai SLA,5
TIK02469,2026-03-01,Minggu,10:20,Perpustakaan,Sistem Akademik,Sedang,Form Online,56,13.4,1,Ya,Lewat SLA,3
TIK02470,2026-03-01,Minggu,10:25,Perpustakaan,Sistem Akademik,Sedang,Email,63,17.3,1,Tidak,Lewat SLA,2
TIK02471,2026-03-01,Minggu,10:30,Akademik,Printer,Sedang,Form Online,48,3.8,2,Tidak,Sesuai SLA,4
TIK02472,2026-03-01,Minggu,10:30,Akademik,Printer,Rendah,WhatsApp,42,5.7,1,Tidak,Sesuai SLA,4
TIK02473,2026-03-01,Minggu,10:30,Laboratorium,Internet/WiFi,Tinggi,Form Online,54,10.9,1,Ya,Lewat SLA,3
TIK02474,2026-03-01,Minggu,10:35,Laboratorium,Komputer/Laptop,Rendah,Form Online,59,5.3,2,Tidak,Sesuai SLA,5
TIK02475,2026-03-01,Minggu,10:40,Keuangan,Proyektor,Rendah,WhatsApp,50,3.5,1,Tidak,Sesuai SLA,5
TIK02476,2026-03-01,Minggu,10:50,Akademik,Akun/Login,Rendah,Email,78,7.2,1,Tidak,Sesuai SLA,3
TIK02477,2026-03-01,Minggu,10:50,Keuangan,Akun/Login,Rendah,WhatsApp,41,5.1,1,Tidak,Sesuai SLA,5
TIK02478,2026-03-01,Minggu,10:55,Keuangan,Printer,Rendah,Form Online,89,5.5,2,Tidak,Sesuai SLA,4
TIK02479,2026-03-01,Minggu,11:00,Kemahasiswaan,Internet/WiFi,Sedang,Datang Langsung,39,5.8,2,Tidak,Sesuai SLA,4
TIK02480,2026-03-01,Minggu,11:05,Akademik,Sistem Akademik,Rendah,Email,77,13.5,2,Ya,Sesuai SLA,4
TIK02481,2026-03-01,Minggu,11:05,Akademik,Sistem Akademik,Rendah,WhatsApp,60,10.0,1,Tidak,Sesuai SLA,4
TIK02482,2026-03-01,Minggu,11:10,Akademik,Internet/WiFi,Tinggi,Email,55,11.8,1,Ya,Lewat SLA,4
TIK02483,2026-03-01,Minggu,11:35,Umum,Akun/Login,Rendah,Form Online,62,3.6,1,Tidak,Sesuai SLA,4
TIK02484,2026-03-01,Minggu,11:35,Akademik,Printer,Rendah,WhatsApp,45,7.3,1,Tidak,Sesuai SLA,3
TIK02485,2026-03-01,Minggu,11:45,Perpustakaan,Sistem Akademik,Sedang,WhatsApp,20,11.8,1,Tidak,Lewat SLA,3
TIK02486,2026-03-01,Minggu,12:25,Akademik,Sistem Akademik,Rendah,Datang Langsung,56,14.9,1,Tidak,Sesuai SLA,3
TIK02487,2026-03-01,Minggu,12:30,Program Studi,Internet/WiFi,Rendah,WhatsApp,46,10.5,2,Ya,Sesuai SLA,4
TIK02488,2026-03-01,Minggu,12:35,Umum,Internet/WiFi,Sedang,WhatsApp,53,9.6,1,Tidak,Sesuai SLA,4
TIK02489,2026-03-01,Minggu,12:40,Program Studi,Internet/WiFi,Sedang,Form Online,42,6.1,1,Tidak,Sesuai SLA,4
TIK02490,2026-03-01,Minggu,13:10,Kemahasiswaan,Komputer/Laptop,Rendah,Datang Langsung,34,4.3,1,Tidak,Sesuai SLA,4
TIK02491,2026-03-01,Minggu,13:15,Akademik,Internet/WiFi,Sedang,WhatsApp,28,8.9,1,Tidak,Sesuai SLA,3
TIK02492,2026-03-01,Minggu,13:20,Program Studi,Internet/WiFi,Sedang,Email,78,8.7,2,Tidak,Sesuai SLA,4
TIK02493,2026-03-01,Minggu,13:50,Umum,Sistem Akademik,Sedang,WhatsApp,19,10.1,1,Tidak,Lewat SLA,4
TIK02494,2026-03-01,Minggu,15:05,Akademik,Internet/WiFi,Rendah,WhatsApp,39,10.9,1,Ya,Sesuai SLA,4
TIK02495,2026-03-01,Minggu,15:10,Kemahasiswaan,Akun/Login,Sedang,WhatsApp,24,2.1,1,Tidak,Sesuai SLA,5
TIK02496,2026-03-01,Minggu,15:45,Perpustakaan,Internet/WiFi,Sedang,WhatsApp,37,10.0,1,Tidak,Sesuai SLA,4
TIK02497,2026-03-02,Senin,07:30,Program Studi,Proyektor,Rendah,Form Online,66,2.2,1,Tidak,Sesuai SLA,5
TIK02498,2026-03-02,Senin,07:40,Kemahasiswaan,Internet/WiFi,Sedang,Form Online,38,11.4,1,Ya,Lewat SLA,3
TIK02499,2026-03-02,Senin,07:40,Akademik,Proyektor,Rendah,Email,126,6.4,1,Tidak,Sesuai SLA,3
TIK02500,2026-03-02,Senin,07:55,Program Studi,Proyektor,Rendah,Email,71,5.9,2,Tidak,Sesuai SLA,5
TIK02501,2026-03-02,Senin,08:30,Akademik,Internet/WiFi,Sedang,Datang Langsung,38,6.4,1,Tidak,Sesuai SLA,4
TIK02502,2026-03-02,Senin,08:35,Keuangan,Akun/Login,Rendah,WhatsApp,56,3.1,1,Tidak,Sesuai SLA,5
TIK02503,2026-03-02,Senin,08:40,Program Studi,Printer,Rendah,Email,94,8.6,1,Tidak,Sesuai SLA,4
TIK02504,2026-03-02,Senin,08:50,Akademik,Akun/Login,Sedang,WhatsApp,28,2.9,1,Tidak,Sesuai SLA,4
TIK02505,2026-03-02,Senin,09:00,Perpustakaan,Printer,Sedang,Email,74,11.7,1,Ya,Lewat SLA,3
TIK02506,2026-03-02,Senin,09:55,Kemahasiswaan,Internet/WiFi,Rendah,WhatsApp,46,9.1,1,Tidak,Sesuai SLA,5
TIK02507,2026-03-02,Senin,09:55,Laboratorium,Printer,Tinggi,Form Online,48,10.5,1,Ya,Lewat SLA,4
TIK02508,2026-03-02,Senin,10:10,Akademik,Sistem Akademik,Tinggi,Form Online,69,11.7,2,Tidak,Lewat SLA,3
TIK02509,2026-03-02,Senin,10:20,Laboratorium,Akun/Login,Sedang,WhatsApp,69,4.6,1,Ya,Sesuai SLA,4
TIK02510,2026-03-02,Senin,10:45,Kemahasiswaan,Komputer/Laptop,Rendah,Form Online,64,6.2,2,Ya,Sesuai SLA,4
TIK02511,2026-03-02,Senin,10:45,Laboratorium,Sistem Akademik,Rendah,Form Online,54,10.4,1,Tidak,Sesuai SLA,3
TIK02512,2026-03-02,Senin,10:50,Perpustakaan,Akun/Login,Sedang,Email,102,5.8,1,Tidak,Sesuai SLA,5
TIK02513,2026-03-02,Senin,11:10,Laboratorium,Sistem Akademik,Tinggi,WhatsApp,18,16.2,2,Ya,Lewat SLA,4
TIK02514,2026-03-02,Senin,11:15,Keuangan,Proyektor,Rendah,Email,93,5.0,1,Tidak,Sesuai SLA,4
TIK02515,2026-03-02,Senin,11:15,Keuangan,Internet/WiFi,Rendah,Form Online,92,8.2,1,Ya,Sesuai SLA,4
TIK02516,2026-03-02,Senin,11:55,Akademik,Internet/WiFi,Sedang,Form Online,49,8.9,1,Tidak,Sesuai SLA,4
TIK02517,2026-03-02,Senin,12:00,Keuangan,Akun/Login,Sedang,WhatsApp,24,5.3,1,Tidak,Sesuai SLA,5
TIK02518,2026-03-02,Senin,12:05,Laboratorium,Internet/WiFi,Sedang,WhatsApp,35,6.7,1,Tidak,Sesuai SLA,4
TIK02519,2026-03-02,Senin,12:20,Akademik,Sistem Akademik,Sedang,Form Online,49,9.7,1,Tidak,Sesuai SLA,4
TIK02520,2026-03-02,Senin,12:30,Kemahasiswaan,Internet/WiFi,Sedang,WhatsApp,22,10.0,1,Tidak,Sesuai SLA,4
TIK02521,2026-03-02,Senin,12:35,Program Studi,Proyektor,Rendah,WhatsApp,40,2.4,1,Tidak,Sesuai SLA,5
TIK02522,2026-03-02,Senin,12:50,Umum,Komputer/Laptop,Tinggi,Form Online,36,6.0,3,Tidak,Sesuai SLA,4
TIK02523,2026-03-02,Senin,12:50,Keuangan,Akun/Login,Rendah,Datang Langsung,41,5.7,2,Ya,Sesuai SLA,4
TIK02524,2026-03-02,Senin,13:00,Akademik,Komputer/Laptop,Tinggi,WhatsApp,27,8.8,2,Tidak,Lewat SLA,4
TIK02525,2026-03-02,Senin,13:45,Laboratorium,Printer,Sedang,Email,94,9.8,1,Tidak,Sesuai SLA,4
TIK02526,2026-03-02,Senin,13:45,Program Studi,Akun/Login,Sedang,Email,62,5.3,2,Ya,Sesuai SLA,3
TIK02527,2026-03-02,Senin,14:10,Akademik,Akun/Login,Rendah,Email,101,3.6,2,Tidak,Sesuai SLA,4
TIK02528,2026-03-02,Senin,15:10,Kemahasiswaan,Sistem Akademik,Sedang,WhatsApp,36,13.8,2,Ya,Lewat SLA,3
TIK02529,2026-03-02,Senin,15:50,Akademik,Komputer/Laptop,Rendah,Form Online,70,9.0,1,Tidak,Sesuai SLA,4
TIK02530,2026-03-02,Senin,15:55,Program Studi,Sistem Akademik,Rendah,Datang Langsung,45,9.5,1,Tidak,Sesuai SLA,5
TIK02531,2026-03-03,Selasa,07:00,Perpustakaan,Akun/Login,Rendah,Email,78,6.3,1,Ya,Sesuai SLA,4
TIK02532,2026-03-03,Selasa,07:40,Perpustakaan,Internet/WiFi,Tinggi,Form Online,41,9.3,2,Tidak,Lewat SLA,3
TIK02533,2026-03-03,Selasa,07:45,Kemahasiswaan,Proyektor,Rendah,Form Online,52,4.2,2,Tidak,Sesuai SLA,5
TIK02534,2026-03-03,Selasa,08:05,Laboratorium,Akun/Login,Rendah,Email,90,4.3,1,Tidak,Sesuai SLA,5
TIK02535,2026-03-03,Selasa,08:50,Program Studi,Internet/WiFi,Sedang,Form Online,42,5.7,1,Tidak,Sesuai SLA,5
TIK02536,2026-03-03,Selasa,09:15,Perpustakaan,Printer,Rendah,WhatsApp,85,5.3,1,Tidak,Sesuai SLA,5
TIK02537,2026-03-03,Selasa,09:40,Perpustakaan,Printer,Rendah,WhatsApp,61,5.3,1,Tidak,Sesuai SLA,4
TIK02538,2026-03-03,Selasa,09:50,Umum,Akun/Login,Rendah,Datang Langsung,33,2.1,1,Tidak,Sesuai SLA,5
TIK02539,2026-03-03,Selasa,10:15,Program Studi,Printer,Rendah,Form Online,56,6.4,2,Tidak,Sesuai SLA,4
TIK02540,2026-03-03,Selasa,10:35,Akademik,Internet/WiFi,Rendah,WhatsApp,66,5.9,1,Tidak,Sesuai SLA,4
TIK02541,2026-03-03,Selasa,10:35,Umum,Sistem Akademik,Rendah,Email,124,15.8,2,Ya,Sesuai SLA,3
TIK02542,2026-03-03,Selasa,11:10,Keuangan,Sistem Akademik,Tinggi,WhatsApp,32,14.6,3,Ya,Lewat SLA,3
TIK02543,2026-03-03,Selasa,11:20,Laboratorium,Komputer/Laptop,Tinggi,WhatsApp,27,8.4,3,Tidak,Lewat SLA,4
TIK02544,2026-03-03,Selasa,11:25,Program Studi,Proyektor,Tinggi,Form Online,37,5.8,3,Tidak,Sesuai SLA,5
TIK02545,2026-03-03,Selasa,11:25,Program Studi,Komputer/Laptop,Rendah,WhatsApp,56,4.4,1,Tidak,Sesuai SLA,4
TIK02546,2026-03-03,Selasa,11:40,Keuangan,Internet/WiFi,Sedang,WhatsApp,27,6.5,2,Tidak,Sesuai SLA,4
TIK02547,2026-03-03,Selasa,11:45,Perpustakaan,Printer,Rendah,WhatsApp,46,4.8,1,Tidak,Sesuai SLA,4
TIK02548,2026-03-03,Selasa,12:00,Laboratorium,Printer,Rendah,Form Online,59,2.3,1,Tidak,Sesuai SLA,4
